Request-Time: 12.07.2022 0:08:56 Request-Path: /api/v1/transaction/by_ticket_numberRequest-Method: OPTIONS Response-Code: 204 
Request-Time: 12.07.2022 0:09:00 Request-Path: /api/v1/transaction/by_ticket_numberRequest-Method: POST Response-Code: 200 
Request-Time: 12.07.2022 1:36:25 Request-Path: /api/v1/transaction/by_doc_numberRequest-Method: OPTIONS Response-Code: 204 
Request-Time: 12.07.2022 1:36:38 Request-Path: /api/v1/transaction/by_doc_numberRequest-Method: OPTIONS Response-Code: 204 
Request-Time: 12.07.2022 1:36:44 Request-Path: /api/v1/transaction/by_doc_numberRequest-Method: OPTIONS Response-Code: 204 
Request-Time: 12.07.2022 1:37:03 Request-Path: /api/v1/transaction/by_doc_numberRequest-Method: POST Response-Code: 200 
Request-Time: 12.07.2022 1:37:03 Request-Path: /api/v1/transaction/by_doc_numberRequest-Method: POST Response-Code: 200 
Request-Time: 12.07.2022 1:37:04 Request-Path: /api/v1/transaction/by_doc_numberRequest-Method: POST Response-Code: 200 
Request-Time: 12.07.2022 1:37:11 Request-Path: /api/v1/transaction/by_doc_numberRequest-Method: OPTIONS Response-Code: 204 
Request-Time: 12.07.2022 1:37:11 Request-Path: /api/v1/transaction/by_doc_numberRequest-Method: POST Response-Code: 200 
Request-Time: 12.07.2022 1:37:17 Request-Path: /api/v1/transaction/by_doc_numberRequest-Method: OPTIONS Response-Code: 204 
Request-Time: 12.07.2022 1:37:17 Request-Path: /api/v1/transaction/by_doc_numberRequest-Method: POST Response-Code: 200 
Request-Time: 12.07.2022 1:37:19 Request-Path: /api/v1/transaction/by_doc_numberRequest-Method: POST Response-Code: 200 
Request-Time: 12.07.2022 1:37:30 Request-Path: /api/v1/transaction/by_doc_numberRequest-Method: OPTIONS Response-Code: 204 
Request-Time: 12.07.2022 1:37:30 Request-Path: /api/v1/transaction/by_doc_numberRequest-Method: POST Response-Code: 200 
Request-Time: 12.07.2022 1:37:46 Request-Path: /api/v1/transaction/by_ticket_number_printRequest-Method: POST Response-Code: 409 
Request-Time: 12.07.2022 1:37:54 Request-Path: /api/v1/transaction/by_ticket_number_printRequest-Method: POST Response-Code: 200 
Request-Time: 12.07.2022 1:38:35 Request-Path: /api/v1/transaction/by_doc_numberRequest-Method: OPTIONS Response-Code: 204 
Request-Time: 12.07.2022 1:38:35 Request-Path: /api/v1/transaction/by_doc_numberRequest-Method: POST Response-Code: 200 
Request-Time: 12.07.2022 1:38:57 Request-Path: /api/v1/transaction/by_ticket_numberRequest-Method: OPTIONS Response-Code: 204 
Request-Time: 12.07.2022 1:38:57 Request-Path: /api/v1/transaction/by_ticket_numberRequest-Method: POST Response-Code: 200 
Request-Time: 12.07.2022 1:39:49 Request-Path: /api/v1/transaction/by_doc_numberRequest-Method: OPTIONS Response-Code: 204 
Request-Time: 12.07.2022 1:39:49 Request-Path: /api/v1/transaction/by_doc_numberRequest-Method: POST Response-Code: 200 
Request-Time: 12.07.2022 1:40:11 Request-Path: /api/v1/transaction/by_doc_numberRequest-Method: OPTIONS Response-Code: 204 
Request-Time: 12.07.2022 1:40:11 Request-Path: /api/v1/transaction/by_doc_numberRequest-Method: POST Response-Code: 200 
Request-Time: 12.07.2022 1:40:48 Request-Path: /api/v1/transaction/by_doc_numberRequest-Method: OPTIONS Response-Code: 204 
Request-Time: 12.07.2022 1:40:48 Request-Path: /api/v1/transaction/by_doc_numberRequest-Method: POST Response-Code: 200 
Request-Time: 12.07.2022 1:41:00 Request-Path: /api/v1/transaction/by_doc_number_printRequest-Method: OPTIONS Response-Code: 204 
Request-Time: 12.07.2022 1:41:01 Request-Path: /api/v1/transaction/by_doc_number_printRequest-Method: POST Response-Code: 200 
Request-Time: 12.07.2022 1:46:46 Request-Path: /api/v1/transaction/by_doc_numberRequest-Method: OPTIONS Response-Code: 204 
Request-Time: 12.07.2022 1:46:46 Request-Path: /api/v1/transaction/by_doc_numberRequest-Method: POST Response-Code: 200 
Request-Time: 12.07.2022 1:46:51 Request-Path: /api/v1/transaction/by_ticket_numberRequest-Method: OPTIONS Response-Code: 204 
Request-Time: 12.07.2022 1:46:51 Request-Path: /api/v1/transaction/by_ticket_numberRequest-Method: POST Response-Code: 200 
Request-Time: 12.07.2022 1:47:52 Request-Path: /api/v1/transaction/by_ticket_numberRequest-Method: OPTIONS Response-Code: 204 
Request-Time: 12.07.2022 1:47:52 Request-Path: /api/v1/transaction/by_ticket_numberRequest-Method: POST Response-Code: 200 
Request-Time: 12.07.2022 1:48:09 Request-Path: /api/v1/transaction/by_doc_numberRequest-Method: OPTIONS Response-Code: 204 
Request-Time: 12.07.2022 1:48:09 Request-Path: /api/v1/transaction/by_doc_numberRequest-Method: POST Response-Code: 200 
Request-Time: 12.07.2022 1:48:10 Request-Path: /api/v1/transaction/by_doc_number_printRequest-Method: OPTIONS Response-Code: 204 
Request-Time: 12.07.2022 1:48:11 Request-Path: /api/v1/transaction/by_doc_number_printRequest-Method: POST Response-Code: 200 
Request-Time: 12.07.2022 1:48:16 Request-Path: /api/v1/transaction/by_doc_number_printRequest-Method: POST Response-Code: 200 
Request-Time: 14.07.2022 16:25:54 Request-Path: /api/v1/transaction/by_doc_number Request-Method: POST Response-Code: 200 
Request-Time: 14.07.2022 16:27:20 Request-Path: /api/v1/transaction/by_doc_number Request-Method: OPTIONS Response-Code: 204 
Request-Time: 14.07.2022 16:27:20 Request-Path: /api/v1/transaction/by_doc_number Request-Method: POST Response-Code: 200 
Request-Time: 14.07.2022 16:28:29 Request-Path: /api/v1/transaction/by_doc_number Request-Method: OPTIONS Response-Code: 204 
Request-Time: 14.07.2022 16:28:29 Request-Path: /api/v1/transaction/by_doc_number Request-Method: POST Response-Code: 200 
Request-Time: 14.07.2022 16:28:51 Request-Path: /api/v1/transaction/by_doc_number Request-Method: OPTIONS Response-Code: 204 
Request-Time: 14.07.2022 16:28:51 Request-Path: /api/v1/transaction/by_doc_number Request-Method: POST Response-Code: 200 
Request-Time: 14.07.2022 16:36:04 Request-Path: /api/v1/transaction/by_ticket_number Request-Method: OPTIONS Response-Code: 204 
Request-Time: 14.07.2022 16:36:04 Request-Path: /api/v1/transaction/by_ticket_number Request-Method: POST Response-Code: 200 
Request-Time: 14.07.2022 16:36:25 Request-Path: /api/v1/transaction/by_ticket_number Request-Method: OPTIONS Response-Code: 204 
Request-Time: 14.07.2022 16:36:25 Request-Path: /api/v1/transaction/by_ticket_number Request-Method: POST Response-Code: 200 
Request-Time: 14.07.2022 16:37:05 Request-Path: /api/v1/transaction/by_doc_number Request-Method: OPTIONS Response-Code: 204 
Request-Time: 14.07.2022 16:37:05 Request-Path: /api/v1/transaction/by_doc_number Request-Method: POST Response-Code: 200 
Request-Time: 14.07.2022 16:41:38 Request-Path: /api/v1/transaction/by_doc_number Request-Method: OPTIONS Response-Code: 204 
Request-Time: 14.07.2022 16:41:38 Request-Path: /api/v1/transaction/by_doc_number Request-Method: POST Response-Code: 200 
Request-Time: 14.07.2022 16:42:44 Request-Path: /api/v1/transaction/by_doc_number Request-Method: OPTIONS Response-Code: 204 
Request-Time: 14.07.2022 16:42:44 Request-Path: /api/v1/transaction/by_doc_number Request-Method: POST Response-Code: 200 
Request-Time: 14.07.2022 16:43:16 Request-Path: /api/v1/transaction/by_doc_number Request-Method: OPTIONS Response-Code: 204 
Request-Time: 14.07.2022 16:43:16 Request-Path: /api/v1/transaction/by_doc_number Request-Method: POST Response-Code: 200 
Request-Time: 14.07.2022 16:43:35 Request-Path: /api/v1/transaction/by_doc_number Request-Method: OPTIONS Response-Code: 204 
Request-Time: 14.07.2022 16:43:36 Request-Path: /api/v1/transaction/by_doc_number Request-Method: POST Response-Code: 200 
Request-Time: 14.07.2022 16:43:48 Request-Path: /api/v1/transaction/by_doc_number Request-Method: OPTIONS Response-Code: 204 
Request-Time: 14.07.2022 16:43:48 Request-Path: /api/v1/transaction/by_doc_number Request-Method: POST Response-Code: 200 
Request-Time: 14.07.2022 16:45:00 Request-Path: /api/v1/transaction/by_doc_number Request-Method: OPTIONS Response-Code: 204 
Request-Time: 14.07.2022 16:45:00 Request-Path: /api/v1/transaction/by_doc_number Request-Method: POST Response-Code: 200 
Request-Time: 14.07.2022 16:47:13 Request-Path: /api/v1/transaction/by_doc_number Request-Method: OPTIONS Response-Code: 204 
Request-Time: 14.07.2022 16:47:13 Request-Path: /api/v1/transaction/by_doc_number Request-Method: POST Response-Code: 200 
Request-Time: 14.07.2022 16:47:40 Request-Path: /api/v1/transaction/by_doc_number Request-Method: OPTIONS Response-Code: 204 
Request-Time: 14.07.2022 16:47:40 Request-Path: /api/v1/transaction/by_doc_number Request-Method: POST Response-Code: 200 
Request-Time: 14.07.2022 16:47:57 Request-Path: /api/v1/transaction/by_doc_number Request-Method: OPTIONS Response-Code: 204 
Request-Time: 14.07.2022 16:47:57 Request-Path: /api/v1/transaction/by_doc_number Request-Method: POST Response-Code: 200 
Request-Time: 14.07.2022 16:48:08 Request-Path: /api/v1/transaction/by_doc_number Request-Method: OPTIONS Response-Code: 204 
Request-Time: 14.07.2022 16:48:08 Request-Path: /api/v1/transaction/by_doc_number Request-Method: POST Response-Code: 200 
Request-Time: 14.07.2022 16:48:56 Request-Path: /api/v1/transaction/by_doc_number Request-Method: OPTIONS Response-Code: 204 
Request-Time: 14.07.2022 16:48:56 Request-Path: /api/v1/transaction/by_doc_number Request-Method: POST Response-Code: 200 
Request-Time: 14.07.2022 16:49:20 Request-Path: /api/v1/transaction/by_doc_number Request-Method: OPTIONS Response-Code: 204 
Request-Time: 14.07.2022 16:49:20 Request-Path: /api/v1/transaction/by_doc_number Request-Method: POST Response-Code: 200 
Request-Time: 14.07.2022 16:49:38 Request-Path: /api/v1/transaction/by_doc_number Request-Method: OPTIONS Response-Code: 204 
Request-Time: 14.07.2022 16:49:38 Request-Path: /api/v1/transaction/by_doc_number Request-Method: POST Response-Code: 200 
Request-Time: 14.07.2022 16:53:00 Request-Path: /api/v1/transaction/by_doc_number Request-Method: OPTIONS Response-Code: 204 
Request-Time: 14.07.2022 16:53:00 Request-Path: /api/v1/transaction/by_doc_number Request-Method: POST Response-Code: 200 
Request-Time: 14.07.2022 16:53:57 Request-Path: /api/v1/transaction/by_doc_number Request-Method: OPTIONS Response-Code: 204 
Request-Time: 14.07.2022 16:53:57 Request-Path: /api/v1/transaction/by_doc_number Request-Method: POST Response-Code: 200 
Request-Time: 14.07.2022 16:59:38 Request-Path: /api/v1/transaction/by_doc_number Request-Method: OPTIONS Response-Code: 204 
Request-Time: 14.07.2022 16:59:38 Request-Path: /api/v1/transaction/by_doc_number Request-Method: POST Response-Code: 200 
Request-Time: 14.07.2022 16:59:59 Request-Path: /api/v1/transaction/by_doc_number Request-Method: OPTIONS Response-Code: 204 
Request-Time: 14.07.2022 16:59:59 Request-Path: /api/v1/transaction/by_doc_number Request-Method: POST Response-Code: 200 
Request-Time: 14.07.2022 17:00:59 Request-Path: /api/v1/transaction/by_doc_number Request-Method: OPTIONS Response-Code: 204 
Request-Time: 14.07.2022 17:00:59 Request-Path: /api/v1/transaction/by_doc_number Request-Method: POST Response-Code: 200 
Request-Time: 14.07.2022 17:01:21 Request-Path: /api/v1/transaction/by_doc_number Request-Method: OPTIONS Response-Code: 204 
Request-Time: 14.07.2022 17:01:21 Request-Path: /api/v1/transaction/by_doc_number Request-Method: POST Response-Code: 200 
Request-Time: 14.07.2022 17:03:17 Request-Path: /api/v1/transaction/by_doc_number Request-Method: OPTIONS Response-Code: 204 
Request-Time: 14.07.2022 17:03:17 Request-Path: /api/v1/transaction/by_doc_number Request-Method: POST Response-Code: 200 
Request-Time: 14.07.2022 17:09:49 Request-Path: /api/v1/transaction/by_doc_number Request-Method: OPTIONS Response-Code: 204 
Request-Time: 14.07.2022 17:09:49 Request-Path: /api/v1/transaction/by_doc_number Request-Method: POST Response-Code: 200 
Request-Time: 14.07.2022 17:16:22 Request-Path: /api/v1/transaction/by_doc_number Request-Method: OPTIONS Response-Code: 204 
Request-Time: 14.07.2022 17:16:22 Request-Path: /api/v1/transaction/by_doc_number Request-Method: POST Response-Code: 200 
Request-Time: 14.07.2022 17:32:40 Request-Path: /api/v1/transaction/by_ticket_number Request-Method: OPTIONS Response-Code: 204 
Request-Time: 14.07.2022 17:32:40 Request-Path: /api/v1/transaction/by_ticket_number Request-Method: POST Response-Code: 200 
Request-Time: 14.07.2022 18:56:00 Request-Path: /api/v1/transaction/by_doc_number_print Request-Method: POST Response-Code: 200 
Request-Time: 14.07.2022 18:59:18 Request-Path: /api/v1/transaction/by_doc_number Request-Method: OPTIONS Response-Code: 204 
Request-Time: 14.07.2022 18:59:19 Request-Path: /api/v1/transaction/by_doc_number Request-Method: POST Response-Code: 200 
Request-Time: 14.07.2022 18:59:55 Request-Path: /api/v1/transaction/by_doc_number Request-Method: OPTIONS Response-Code: 204 
Request-Time: 14.07.2022 18:59:55 Request-Path: /api/v1/transaction/by_doc_number Request-Method: POST Response-Code: 200 
Request-Time: 14.07.2022 19:57:09 Request-Path: /api/v1/transaction/by_doc_number_print Request-Method: POST Response-Code: 406 
Request-Time: 14.07.2022 19:57:25 Request-Path: /api/v1/transaction/by_doc_number_print Request-Method: POST Response-Code: 406 
Request-Time: 14.07.2022 20:16:26 Request-Path: /api/v1/transaction/by_doc_number_print Request-Method: POST Response-Code: 200 
Request-Time: 14.07.2022 20:17:48 Request-Path: /api/v1/transaction/by_doc_number_print Request-Method: POST Response-Code: 200 
Request-Time: 14.07.2022 20:18:21 Request-Path: /api/v1/transaction/by_doc_number_print Request-Method: POST Response-Code: 200 
Request-Time: 14.07.2022 20:23:52 Request-Path: /api/v1/transaction/by_ticket_number_print Request-Method: POST Response-Code: 200 
Request-Time: 14.07.2022 20:24:33 Request-Path: /api/v1/transaction/by_ticket_number_print Request-Method: POST Response-Code: 200 
Request-Time: 14.07.2022 20:24:46 Request-Path: /api/v1/transaction/by_ticket_number_print Request-Method: POST Response-Code: 200 
Request-Time: 14.07.2022 20:35:19 Request-Path: /api/v1/transaction/by_ticket_number_print Request-Method: POST Response-Code: 200 
Request-Time: 14.07.2022 20:35:58 Request-Path: /api/v1/transaction/by_ticket_number_print Request-Method: POST Response-Code: 200 
Request-Time: 14.07.2022 20:37:02 Request-Path: /api/v1/transaction/by_ticket_number_print Request-Method: POST Response-Code: 200 
Request-Time: 14.07.2022 20:39:17 Request-Path: /api/v1/transaction/by_doc_number_print Request-Method: POST Response-Code: 200 
Request-Time: 14.07.2022 20:40:51 Request-Path: /api/v1/transaction/by_ticket_number Request-Method: POST Response-Code: 200 
Request-Time: 14.07.2022 20:41:02 Request-Path: /api/v1/transaction/by_ticket_number_print Request-Method: POST Response-Code: 200 
Request-Time: 14.07.2022 20:41:44 Request-Path: /api/v1/transaction/by_doc_number Request-Method: OPTIONS Response-Code: 204 
Request-Time: 14.07.2022 20:41:44 Request-Path: /api/v1/transaction/by_doc_number Request-Method: POST Response-Code: 200 
Request-Time: 14.07.2022 20:41:46 Request-Path: /api/v1/transaction/by_doc_number_print Request-Method: OPTIONS Response-Code: 204 
Request-Time: 14.07.2022 20:41:47 Request-Path: /api/v1/transaction/by_doc_number_print Request-Method: POST Response-Code: 200 
Request-Time: 14.07.2022 20:43:07 Request-Path: /api/v1/transaction/by_doc_number_print Request-Method: OPTIONS Response-Code: 204 
Request-Time: 14.07.2022 20:43:07 Request-Path: /api/v1/transaction/by_doc_number_print Request-Method: POST Response-Code: 200 
Request-Time: 14.07.2022 20:43:29 Request-Path: /api/v1/transaction/by_doc_number_print Request-Method: POST Response-Code: 200 
Request-Time: 14.07.2022 20:46:37 Request-Path: /api/v1/transaction/by_doc_number Request-Method: OPTIONS Response-Code: 204 
Request-Time: 14.07.2022 20:46:38 Request-Path: /api/v1/transaction/by_doc_number Request-Method: POST Response-Code: 200 
Request-Time: 14.07.2022 20:46:40 Request-Path: /api/v1/transaction/by_doc_number_print Request-Method: OPTIONS Response-Code: 204 
Request-Time: 14.07.2022 20:46:40 Request-Path: /api/v1/transaction/by_doc_number_print Request-Method: POST Response-Code: 200 
Request-Time: 14.07.2022 20:49:52 Request-Path: /api/v1/transaction/by_doc_number Request-Method: OPTIONS Response-Code: 204 
Request-Time: 14.07.2022 20:49:52 Request-Path: /api/v1/transaction/by_doc_number Request-Method: POST Response-Code: 200 
Request-Time: 14.07.2022 20:49:52 Request-Path: /api/v1/transaction/by_doc_number_print Request-Method: OPTIONS Response-Code: 204 
Request-Time: 14.07.2022 20:49:52 Request-Path: /api/v1/transaction/by_doc_number_print Request-Method: POST Response-Code: 200 
Request-Time: 14.07.2022 20:51:18 Request-Path: /api/v1/transaction/by_doc_number Request-Method: OPTIONS Response-Code: 204 
Request-Time: 14.07.2022 20:51:18 Request-Path: /api/v1/transaction/by_doc_number Request-Method: POST Response-Code: 200 
Request-Time: 14.07.2022 20:51:22 Request-Path: /api/v1/transaction/by_doc_number Request-Method: POST Response-Code: 200 
Request-Time: 14.07.2022 20:51:28 Request-Path: /api/v1/transaction/by_doc_number_print Request-Method: OPTIONS Response-Code: 204 
Request-Time: 14.07.2022 20:51:28 Request-Path: /api/v1/transaction/by_doc_number_print Request-Method: POST Response-Code: 200 
Request-Time: 14.07.2022 20:58:19 Request-Path: /api/v1/transaction/by_doc_number_print Request-Method: POST Response-Code: 200 
Request-Time: 14.07.2022 20:59:13 Request-Path: /api/v1/transaction/by_doc_number_print Request-Method: POST Response-Code: 200 
Request-Time: 14.07.2022 20:59:37 Request-Path: /api/v1/transaction/by_doc_number_print Request-Method: POST Response-Code: 200 
Request-Time: 14.07.2022 21:00:03 Request-Path: /api/v1/transaction/by_doc_number_print Request-Method: POST Response-Code: 200 
Request-Time: 14.07.2022 21:00:20 Request-Path: /api/v1/transaction/by_doc_number Request-Method: OPTIONS Response-Code: 204 
Request-Time: 14.07.2022 21:00:20 Request-Path: /api/v1/transaction/by_doc_number Request-Method: POST Response-Code: 200 
Request-Time: 14.07.2022 21:00:22 Request-Path: /api/v1/transaction/by_doc_number_print Request-Method: OPTIONS Response-Code: 204 
Request-Time: 14.07.2022 21:00:22 Request-Path: /api/v1/transaction/by_doc_number_print Request-Method: POST Response-Code: 200 
Request-Time: 14.07.2022 21:12:13 Request-Path: /api/v1/transaction/by_ticket_number Request-Method: OPTIONS Response-Code: 204 
Request-Time: 14.07.2022 21:12:14 Request-Path: /api/v1/transaction/by_ticket_number Request-Method: POST Response-Code: 200 
Request-Time: 14.07.2022 21:28:58 Request-Path: /api/v1/transaction/by_ticket_number_print Request-Method: POST Response-Code: 200 
Request-Time: 14.07.2022 21:29:36 Request-Path: /api/v1/transaction/by_doc_number_print Request-Method: POST Response-Code: 200 
Request-Time: 14.07.2022 22:10:18 Request-Path: /api/v1/transaction/by_doc_number Request-Method: OPTIONS Response-Code: 204 
Request-Time: 14.07.2022 22:10:18 Request-Path: /api/v1/transaction/by_doc_number Request-Method: POST Response-Code: 200 
Request-Time: 14.07.2022 22:10:19 Request-Path: /api/v1/transaction/by_doc_number_print Request-Method: OPTIONS Response-Code: 204 
Request-Time: 14.07.2022 22:10:19 Request-Path: /api/v1/transaction/by_doc_number_print Request-Method: POST Response-Code: 200 
Request-Time: 14.07.2022 22:10:39 Request-Path: /api/v1/transaction/by_doc_number Request-Method: OPTIONS Response-Code: 204 
Request-Time: 14.07.2022 22:10:39 Request-Path: /api/v1/transaction/by_doc_number Request-Method: POST Response-Code: 200 
Request-Time: 14.07.2022 22:10:43 Request-Path: /api/v1/transaction/by_doc_number Request-Method: POST Response-Code: 200 
Request-Time: 14.07.2022 22:10:43 Request-Path: /api/v1/transaction/by_doc_number Request-Method: POST Response-Code: 200 
Request-Time: 14.07.2022 22:14:47 Request-Path: /api/v1/transaction/by_doc_number Request-Method: OPTIONS Response-Code: 204 
Request-Time: 14.07.2022 22:14:50 Request-Path: /api/v1/transaction/by_doc_number Request-Method: POST Response-Code: 200 
Request-Time: 14.07.2022 22:17:24 Request-Path: /api/v1/transaction/by_doc_number_print Request-Method: OPTIONS Response-Code: 204 
Request-Time: 14.07.2022 22:17:25 Request-Path: /api/v1/transaction/by_doc_number_print Request-Method: POST Response-Code: 200 
Request-Time: 14.07.2022 22:18:08 Request-Path: /api/v1/transaction/by_doc_number_print Request-Method: OPTIONS Response-Code: 204 
Request-Time: 14.07.2022 22:18:11 Request-Path: /api/v1/transaction/by_doc_number Request-Method: OPTIONS Response-Code: 204 
Request-Time: 14.07.2022 22:18:12 Request-Path: /api/v1/transaction/by_doc_number_print Request-Method: POST Response-Code: 200 
Request-Time: 14.07.2022 22:18:12 Request-Path: /api/v1/transaction/by_doc_number Request-Method: POST Response-Code: 200 
Request-Time: 14.07.2022 22:18:17 Request-Path: /api/v1/transaction/by_doc_number Request-Method: OPTIONS Response-Code: 204 
Request-Time: 14.07.2022 22:18:17 Request-Path: /api/v1/transaction/by_doc_number Request-Method: POST Response-Code: 200 
Request-Time: 14.07.2022 22:18:31 Request-Path: /api/v1/transaction/by_ticket_number_print Request-Method: POST Response-Code: 200 
Request-Time: 14.07.2022 22:18:34 Request-Path: /api/v1/transaction/by_ticket_number_print Request-Method: POST Response-Code: 200 
Request-Time: 14.07.2022 22:20:20 Request-Path: /api/v1/transaction/by_doc_number Request-Method: OPTIONS Response-Code: 204 
Request-Time: 14.07.2022 22:20:23 Request-Path: /api/v1/transaction/by_doc_number Request-Method: POST Response-Code: 200 
Request-Time: 14.07.2022 22:20:38 Request-Path: /api/v1/transaction/by_doc_number_print Request-Method: OPTIONS Response-Code: 204 
Request-Time: 14.07.2022 22:20:39 Request-Path: /api/v1/transaction/by_doc_number_print Request-Method: POST Response-Code: 200 
Request-Time: 14.07.2022 22:32:56 Request-Path: /api/v1/transaction/by_doc_number Request-Method: OPTIONS Response-Code: 204 
Request-Time: 14.07.2022 22:32:56 Request-Path: /api/v1/transaction/by_doc_number Request-Method: POST Response-Code: 200 
Request-Time: 14.07.2022 22:32:57 Request-Path: /api/v1/transaction/by_doc_number_print Request-Method: OPTIONS Response-Code: 204 
Request-Time: 14.07.2022 22:32:57 Request-Path: /api/v1/transaction/by_doc_number_print Request-Method: POST Response-Code: 200 
Request-Time: 15.07.2022 17:29:29 Request-Path: /api/v1/transaction/by_doc_number Request-Method: POST Response-Code: 200 
Request-Time: 15.07.2022 17:31:48 Request-Path: /api/v1/transaction/by_ticket_number Request-Method: POST Response-Code: 200 
Request-Time: 15.07.2022 17:59:21 Request-Path: /api/v1/transaction/by_ticket_number Request-Method: POST Response-Code: 200 
Request-Time: 15.07.2022 18:00:18 Request-Path: /api/v1/transaction/by_doc_number_print Request-Method: POST Response-Code: 406 
Request-Time: 15.07.2022 18:00:22 Request-Path: /api/v1/transaction/by_doc_number_print Request-Method: POST Response-Code: 406 
